Game,Move,White,Black,White_moved,Black_moved,move_detail_white,move_detail_black,Result,WhiteRank,BlackRank,white_rank_text,black_rank_text,statuss
412,27,Re1,Re5,Moved,Moved,,,0-1,423,457,beginner,beginner,beginner
412,28,Qxe5+,Ke7,Take Rook and check ,Moved,,,0-1,423,457,beginner,beginner,beginner
412,29,Qxe6+,Kd8,Take Pawn and check ,Moved,,,0-1,423,457,beginner,beginner,beginner
412,30,Qe7+,Kc8,Check,Moved,,,0-1,423,457,beginner,beginner,beginner
412,31,Qxf8+,Kc7,Take Rook and check ,Moved,,,0-1,423,457,beginner,beginner,beginner
412,32,Re7+,Kc6,Check,Moved,,,0-1,423,457,beginner,beginner,beginner
412,33,Qf6+,Kb5,Check,Moved,,,0-1,423,457,beginner,beginner,beginner
412,34,Rxa7,Kc4,Take Pawn  ,Moved,,,0-1,423,457,beginner,beginner,beginner
412,35,b3+,Kb5,Check,Moved,,,0-1,423,457,beginner,beginner,beginner
412,36,f4,h5,Moved,Moved,,,0-1,423,457,beginner,beginner,beginner
412,37,h4,c4,Moved,Moved,,,0-1,423,457,beginner,beginner,beginner
412,38,bxc4+,Kxc4,Take Pawn and check ,Take Pawn  ,,,0-1,423,457,beginner,beginner,beginner
412,39,f5,b5,Moved,Moved,,,0-1,423,457,beginner,beginner,beginner
412,40,Qe6+,Kxc3,Check,Take Pawn  ,,,0-1,423,457,beginner,beginner,beginner
412,41,f6,b4,Moved,Moved,,,0-1,423,457,beginner,beginner,beginner
412,42,Rb7,b3,Moved,Moved,,,0-1,423,457,beginner,beginner,beginner
412,43,f7,b2,Moved,Moved,,,0-1,423,457,beginner,beginner,beginner
412,44,f8=Q,b1=Q+,Promoted  ,Promoted and check ,,,0-1,423,457,beginner,beginner,beginner
412,45,Rxb1,Kd3,Take Pawn  ,Moved,,,0-1,423,457,beginner,beginner,beginner
412,46,Qf3+,Kd4,Check,Moved,,,0-1,423,457,beginner,beginner,beginner
412,47,Qd6+,Kc4,Check,Moved,,,0-1,423,457,beginner,beginner,beginner
412,48,Rc1+,Kb5,Check,Moved,,,0-1,423,457,beginner,beginner,beginner
412,49,Qda3,Kb6,Moved,Moved,,,0-1,423,457,beginner,beginner,beginner
412,50,Qfb3#,,Check and Mate,Moved,,,0-1,423,457,beginner,beginner,beginner
413,1,e4,e5,Moved,Moved,,,1--0,465,453,beginner,beginner,beginner
413,2,Nf3,Nc6,Moved,Moved,,,1--0,465,453,beginner,beginner,beginner
413,3,Bc4,Qe7,Moved,Moved,,,1--0,465,453,beginner,beginner,beginner
413,4,d3,d6,Moved,Moved,,,1--0,465,453,beginner,beginner,beginner
413,5,c3,Bg4,Moved,Moved,,,1--0,465,453,beginner,beginner,beginner
413,6,Bg5,f6,Moved,Moved,,,1--0,465,453,beginner,beginner,beginner
413,7,Bh4,g5,Moved,Moved,,,1--0,465,453,beginner,beginner,beginner
413,8,d4,gxh4,Moved,Take Bishop  ,,,1--0,465,453,beginner,beginner,beginner
413,9,dxe5,fxe5,Take Pawn  ,Take Pawn  ,,,1--0,465,453,beginner,beginner,beginner
413,10,O-O,Nf6,Castle  ,Moved,,,1--0,465,453,beginner,beginner,beginner
413,11,Ng5,Bh6,Moved,Moved,,,1--0,465,453,beginner,beginner,beginner
413,12,Nf7,Bxd1,Moved,Take Queen  ,,,1--0,465,453,beginner,beginner,beginner
413,13,Nxh8,Bh5,Take Rook  ,Moved,,,1--0,465,453,beginner,beginner,beginner
413,14,Nd2,Qg7,Moved,Moved,,,1--0,465,453,beginner,beginner,beginner
413,15,Nf7,Bxf7,Moved,Take Knight  ,,,1--0,465,453,beginner,beginner,beginner
413,16,Nf3,Bxc4,Moved,Take Bishop  ,,,1--0,465,453,beginner,beginner,beginner
413,17,Nxh4,Bxf1,Take Pawn  ,Take Rook  ,,,1--0,465,453,beginner,beginner,beginner
413,18,Kxf1,O-O-O,Take Bishop   ,Long Castle  ,,,1--0,465,453,beginner,beginner,beginner
413,19,Nf5,Qg6,Moved,Moved,,,1--0,465,453,beginner,beginner,beginner
413,20,g4,Nxg4,Moved,Take Pawn  ,,,1--0,465,453,beginner,beginner,beginner
413,21,c4,Nxh2+,Moved,Take Pawn and check ,,,1--0,465,453,beginner,beginner,beginner
414,1,e4,g6,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,2,d4,c6,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,3,c3,d5,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,4,f3,f5,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,5,Bd3,fxe4,Moved,Take Pawn  ,,,0-1,469,473,beginner,beginner,beginner
414,6,fxe4,e5,Take Pawn  ,Moved,,,0-1,469,473,beginner,beginner,beginner
414,7,Nf3,Qe7,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,8,Nxe5,dxe4,Take Pawn  ,Take Pawn  ,,,0-1,469,473,beginner,beginner,beginner
414,9,Bxe4,c5,Take Pawn  ,Moved,,,0-1,469,473,beginner,beginner,beginner
414,10,Bf4,Bf5,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,11,Bxf5,gxf5,Take Bishop   ,Take Bishop  ,,,0-1,469,473,beginner,beginner,beginner
414,12,Nd2,Nc6,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,13,Qe2,Bg7,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,14,O-O-O,cxd4,Long Castle  ,Take Pawn  ,,,0-1,469,473,beginner,beginner,beginner
414,15,cxd4,Nxd4,Take Pawn  ,Take Pawn  ,,,0-1,469,473,beginner,beginner,beginner
414,16,Qd3,Bxe5,Moved,Take Knight  ,,,0-1,469,473,beginner,beginner,beginner
414,17,Rde1,Qd6,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,18,Nf3,Qd5,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,19,Nxe5,Qxg2,Take Bishop   ,Take Pawn  ,,,0-1,469,473,beginner,beginner,beginner
414,20,Qxd4,Rd8,Take Knight   ,Moved,,,0-1,469,473,beginner,beginner,beginner
414,21,Qa4+,Ke7,Check,Moved,,,0-1,469,473,beginner,beginner,beginner
414,22,Ng6+,Kf7,Check,Moved,,,0-1,469,473,beginner,beginner,beginner
414,23,Nxh8+,Kg7,Take Rook and check ,Moved,,,0-1,469,473,beginner,beginner,beginner
414,24,Be5+,Nf6,Check,Moved,,,0-1,469,473,beginner,beginner,beginner
414,25,Bc7,Rxh8,Moved,Take Knight  ,,,0-1,469,473,beginner,beginner,beginner
414,26,Rhg1,Qg6,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,27,Rxg6+,Kxg6,Take Queen and check ,Take Rook  ,,,0-1,469,473,beginner,beginner,beginner
414,28,Re6,Rc8,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,29,Qc4,Re8,Moved,Moved,,,0-1,469,473,beginner,beginner,beginner
414,30,Rxe8,Nxe8,Take Rook  ,Take Rook  ,,,0-1,469,473,beginner,beginner,beginner
414,31,Qe6+,Kg5,Check,Moved,,,0-1,469,473,beginner,beginner,beginner
414,32,Qxe8,,Take Knight   ,Moved,,,0-1,469,473,beginner,beginner,beginner
416,1,e4,e5,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,2,f3,Nf6,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,3,Nc3,Nc6,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,4,Nge2,d6,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,5,Ng3,Nd4,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,6,Nf5,Nc6,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,7,d3,Nb4,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,8,a3,Nc6,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,9,b4,g6,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,10,Ng3,Ng4,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,11,Bd2,h6,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,12,Qc1,Be7,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,13,Nb5,a6,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,14,fxg4,axb5,Take Knight   ,Take Knight  ,,,1--0,467,458,beginner,beginner,beginner
416,15,g5,hxg5,Moved,Take Pawn  ,,,1--0,467,458,beginner,beginner,beginner
416,16,Be2,Nd4,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,17,Bg4,Bxg4,Moved,Take Bishop  ,,,1--0,467,458,beginner,beginner,beginner
416,18,O-O,f5,Castle  ,Moved,,,1--0,467,458,beginner,beginner,beginner
416,19,c3,Nb3,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,20,Qb2,Nxa1,Moved,Take Rook  ,,,1--0,467,458,beginner,beginner,beginner
416,21,Qxa1,fxe4,Take Knight   ,Take Pawn  ,,,1--0,467,458,beginner,beginner,beginner
416,22,dxe4,Rf8,Take Pawn  ,Moved,,,1--0,467,458,beginner,beginner,beginner
416,23,Re1,c5,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,24,bxc5,dxc5,Take Pawn  ,Take Pawn  ,,,1--0,467,458,beginner,beginner,beginner
416,25,Ne2,c4,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,26,h3,Bc5+,Moved,Check,,,1--0,467,458,beginner,beginner,beginner
416,27,Kh2,Be6,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,28,Qc1,g4,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,29,Bg5,Qd3,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,30,Nf4,Qd6,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,31,Nxg6,Rg8,Take Pawn  ,Moved,,,1--0,467,458,beginner,beginner,beginner
416,32,Nh4,gxh3,Moved,Take Pawn  ,,,1--0,467,458,beginner,beginner,beginner
416,33,g3,Rxa3,Moved,Take Pawn  ,,,1--0,467,458,beginner,beginner,beginner
416,34,Bf6,b4,Moved,Moved,,,1--0,467,458,beginner,beginner,beginner
416,35,Qh6,Ra2+,Moved,Check,,,1--0,467,458,beginner,beginner,beginner
416,36,Ng2,hxg2,Moved,Take Knight  ,,,1--0,467,458,beginner,beginner,beginner
416,37,Rg1,Bxg1+,Moved,Take Rook and check ,,,1--0,467,458,beginner,beginner,beginner
416,38,Kxg1,Qd1+,Take Bishop   ,Check,,,1--0,467,458,beginner,beginner,beginner
416,39,Kh2,g1=Q#,Moved,Promoted  and mate,,,1--0,467,458,beginner,beginner,beginner
418,1,e4,c5,Moved,Moved,,,1--0,367,441,beginner,beginner,beginner
418,2,Nc3,Nf6,Moved,Moved,,,1--0,367,441,beginner,beginner,beginner
418,3,f3,g6,Moved,Moved,,,1--0,367,441,beginner,beginner,beginner
418,4,Nge2,Bg7,Moved,Moved,,,1--0,367,441,beginner,beginner,beginner
418,5,Nf4,Nc6,Moved,Moved,,,1--0,367,441,beginner,beginner,beginner
418,6,Bb5,O-O,Moved,Castle  ,,,1--0,367,441,beginner,beginner,beginner
418,7,Qe2,Nd4,Moved,Moved,,,1--0,367,441,beginner,beginner,beginner
418,8,Qc4,Nxc2+,Moved,Take Pawn and check ,,,1--0,367,441,beginner,beginner,beginner
418,9,Kd1,Nxa1,Moved,Take Rook  ,,,1--0,367,441,beginner,beginner,beginner
418,10,d3,Qa5,Moved,Moved,,,1--0,367,441,beginner,beginner,beginner
418,11,Be3,d6,Moved,Moved,,,1--0,367,441,beginner,beginner,beginner
418,12,b4,Qa3,Moved,Moved,,,1--0,367,441,beginner,beginner,beginner
418,13,Kd2,Be6,Moved,Moved,,,1--0,367,441,beginner,beginner,beginner
418,14,Rxa1,Bxc4,Take Knight   ,Take Queen  ,,,1--0,367,441,beginner,beginner,beginner
418,15,dxc4,Qb2+,Take Bishop   ,Check,,,1--0,367,441,beginner,beginner,beginner
418,16,Kd3,Qxa1,Moved,Take Rook  ,,,1--0,367,441,beginner,beginner,beginner
418,17,Na4,Qd1+,Moved,Check,,,1--0,367,441,beginner,beginner,beginner
418,18,Kc3,Nxe4#,Moved,Take Pawn  and mate,,,1--0,367,441,beginner,beginner,beginner
419,1,e4,e5,Moved,Moved,,,1--0,1577,1496,competente,competente,competente
419,2,Qh5,g6,Moved,Moved,,,1--0,1577,1496,competente,competente,competente
419,3,Qxe5+,Qe7,Take Pawn and check ,Moved,,,1--0,1577,1496,competente,competente,competente
419,4,Qxh8,Qxe4+,Take Rook  ,Take Pawn and check ,,,1--0,1577,1496,competente,competente,competente
419,5,Ne2,Nf6,Moved,Moved,,,1--0,1577,1496,competente,competente,competente
419,6,Qxf6,Bc5,Take Knight   ,Moved,,,1--0,1577,1496,competente,competente,competente
419,7,Qh8+,Ke7,Check,Moved,,,1--0,1577,1496,competente,competente,competente
419,8,d3,Qd4,Moved,Moved,,,1--0,1577,1496,competente,competente,competente
419,9,Nxd4,Bxd4,Take Queen  ,Take Knight  ,,,1--0,1577,1496,competente,competente,competente
419,10,Qxd4,Ke6,Take Bishop   ,Moved,,,1--0,1577,1496,competente,competente,competente
419,11,g3,d5,Moved,Moved,,,1--0,1577,1496,competente,competente,competente
419,12,Bh3+,Kd6,Check,Moved,,,1--0,1577,1496,competente,competente,competente
419,13,Bf4+,Ke7,Check,Moved,,,1--0,1577,1496,competente,competente,competente
419,14,Qxd5,c6,Take Pawn  ,Moved,,,1--0,1577,1496,competente,competente,competente
419,15,Qe4+,Kf6,Check,Moved,,,1--0,1577,1496,competente,competente,competente
419,16,Bxc8,,Take Bishop   ,Moved,,,1--0,1577,1496,competente,competente,competente
420,1,e4,c6,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,2,Nc3,d5,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,3,b3,dxe4,Moved,Take Pawn  ,,,0-1,1671,1508,expert,expert,expert
420,4,Nxe4,Nf6,Take Pawn  ,Moved,,,0-1,1671,1508,expert,expert,expert
420,5,Nxf6+,exf6,Take Knight and check  ,Take Knight  ,,,0-1,1671,1508,expert,expert,expert
420,6,Bb2,Bd6,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,7,Nf3,O-O,Moved,Castle  ,,,0-1,1671,1508,expert,expert,expert
420,8,Bc4,Bg4,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,9,O-O,Re8,Castle  ,Moved,,,0-1,1671,1508,expert,expert,expert
420,10,Re1,Rxe1+,Moved,Take Rook and check ,,,0-1,1671,1508,expert,expert,expert
420,11,Qxe1,Bc7,Take Rook  ,Moved,,,0-1,1671,1508,expert,expert,expert
420,12,Be2,Qd6,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,13,g3,Nd7,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,14,Kg2,Qd5,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,15,Qd1,Ne5,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,16,h3,Bxf3+,Moved,Take Knight and check ,,,0-1,1671,1508,expert,expert,expert
420,17,Bxf3,Nxf3,Take Bishop   ,Take Bishop  ,,,0-1,1671,1508,expert,expert,expert
420,18,Qxf3,Qxd2,Take Knight   ,Take Pawn  ,,,0-1,1671,1508,expert,expert,expert
420,19,Rc1,Re8,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,20,h4,Bb6,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,21,Qd3,Qxf2+,Moved,Take Pawn and check ,,,0-1,1671,1508,expert,expert,expert
420,22,Kh3,g6,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,23,Rf1,Qe3,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,24,Qxe3,Rxe3,Take Queen  ,Take Queen  ,,,0-1,1671,1508,expert,expert,expert
420,25,Bxf6,Kf8,Take Pawn  ,Moved,,,0-1,1671,1508,expert,expert,expert
420,26,Bg5,Re2,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,27,Bf4,Rxc2,Moved,Take Pawn  ,,,0-1,1671,1508,expert,expert,expert
420,28,Ra1,Rb2,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,29,Be5,Rf2,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,30,Bf4,Re2,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,31,Kg4,Re8,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,32,Kf3,h5,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,33,Be3,Rd8,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
420,34,Bxb6,Rd3+,Take Bishop   ,Check,,,0-1,1671,1508,expert,expert,expert
420,35,Ke4,axb6,Moved,Take Bishop  ,,,0-1,1671,1508,expert,expert,expert
420,36,Kxd3,c5,Take Rook  ,Moved,,,0-1,1671,1508,expert,expert,expert
420,37,Re1,,Moved,Moved,,,0-1,1671,1508,expert,expert,expert
421,1,Nf3,Nc6,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,2,b3,d5,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,3,Bb2,Nf6,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,4,e3,e5,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,5,Be2,e4,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,6,Nd4,Nxd4,Moved,Take Knight  ,,,1--0,1401,905,competente,competente,competente
421,7,Bxd4,Be7,Take Knight   ,Moved,,,1--0,1401,905,competente,competente,competente
421,8,c4,c5,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,9,Bb2,dxc4,Moved,Take Pawn  ,,,1--0,1401,905,competente,competente,competente
421,10,Bxc4,O-O,Take Pawn  ,Castle  ,,,1--0,1401,905,competente,competente,competente
421,11,O-O,b6,Castle  ,Moved,,,1--0,1401,905,competente,competente,competente
421,12,Nc3,Bg4,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,13,Qc2,Bf5,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,14,Rfd1,Bd6,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,15,d3,Bc7,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,16,dxe4,Bxe4,Take Pawn  ,Take Pawn  ,,,1--0,1401,905,competente,competente,competente
421,17,Qxe4,Qxd1+,Take Bishop   ,Take Rook and check ,,,1--0,1401,905,competente,competente,competente
421,18,Rxd1,Nxe4,Take Queen  ,Take Queen  ,,,1--0,1401,905,competente,competente,competente
421,19,Nxe4,Rad8,Take Knight   ,Moved,,,1--0,1401,905,competente,competente,competente
421,20,Rc1,Kh8,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,21,Ng5,Rd2,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,22,Nxf7+,Kg8,Take Pawn and check ,Moved,,,1--0,1401,905,competente,competente,competente
421,23,Nh6+,Kh8,Check,Moved,,,1--0,1401,905,competente,competente,competente
421,24,Nf7+,Kg8,Check,Moved,,,1--0,1401,905,competente,competente,competente
421,25,Ng5+,Kh8,Check,Moved,,,1--0,1401,905,competente,competente,competente
421,26,Bc3,Rxa2,Moved,Take Pawn  ,,,1--0,1401,905,competente,competente,competente
421,27,Rd1,Rfxf2,Moved,Take Pawn  ,,,1--0,1401,905,competente,competente,competente
421,28,Nf7+,Kg8,Check,Moved,,,1--0,1401,905,competente,competente,competente
421,29,Nh6+,Kh8,Check,Moved,,,1--0,1401,905,competente,competente,competente
421,30,Ng4,Rxg2+,Moved,Take Pawn and check ,,,1--0,1401,905,competente,competente,competente
421,31,Kf1,Rxg4,Moved,Take Knight  ,,,1--0,1401,905,competente,competente,competente
421,32,Be6,Rgg2,Moved,Moved,,,1--0,1401,905,competente,competente,competente
421,33,h3,Raf2+,Moved,Check,,,1--0,1401,905,competente,competente,competente
421,34,Ke1,Re2+,Moved,Check,,,1--0,1401,905,competente,competente,competente
421,35,Kf1,Ref2+,Moved,Check,,,1--0,1401,905,competente,competente,competente
421,36,Ke1,Rh2,Moved,Moved,,,1--0,1401,905,competente,competente,competente
422,1,e4,c6,Moved,Moved,,,1--0,1490,1401,competente,competente,competente
422,2,Nf3,d5,Moved,Moved,,,1--0,1490,1401,competente,competente,competente
422,3,Nc3,Bg4,Moved,Moved,,,1--0,1490,1401,competente,competente,competente
422,4,h3,Bh5,Moved,Moved,,,1--0,1490,1401,competente,competente,competente
422,5,Be2,e6,Moved,Moved,,,1--0,1490,1401,competente,competente,competente
422,6,exd5,cxd5,Take Pawn  ,Take Pawn  ,,,1--0,1490,1401,competente,competente,competente
422,7,d4,Bb4,Moved,Moved,,,1--0,1490,1401,competente,competente,competente
422,8,O-O,Nf6,Castle  ,Moved,,,1--0,1490,1401,competente,competente,competente
422,9,Bf4,O-O,Moved,Castle  ,,,1--0,1490,1401,competente,competente,competente
422,10,Bg5,h6,Moved,Moved,,,1--0,1490,1401,competente,competente,competente
422,11,Bh4,Qa5,Moved,Moved,,,1--0,1490,1401,competente,competente,competente
422,12,Bxf6,gxf6,Moved,Take Bishop  ,,,1--0,1490,1401,competente,competente,competente
422,13,Qd2,Qc7,Moved,Moved,,,1--0,1490,1401,competente,competente,competente
422,14,Qxh6,Bxf3,Take Pawn  ,Take Knight  ,,,1--0,1490,1401,competente,competente,competente
422,15,Bxf3,Rc8,Take Bishop   ,Moved,,,1--0,1490,1401,competente,competente,competente
422,16,Qxf6,Bxc3,Take Pawn  ,Take Knight  ,,,1--0,1490,1401,competente,competente,competente
422,17,bxc3,Qxc3,Take Bishop   ,Take Pawn  ,,,1--0,1490,1401,competente,competente,competente
422,18,Bh5,Rc7,Moved,Moved,,,1--0,1490,1401,competente,competente,competente
422,19,Qg5+,Kf8,Check,Moved,,,1--0,1490,1401,competente,competente,competente
422,20,Qh6+,Ke7,Check,Moved,,,1--0,1490,1401,competente,competente,competente
422,21,Qg7,Kd6,Moved,Moved,,,1--0,1490,1401,competente,competente,competente
422,22,Qe5+,Ke7,Check,Moved,,,1--0,1490,1401,competente,competente,competente
422,23,f4,Nc6,Moved,Moved,,,1--0,1490,1401,competente,competente,competente
422,24,Qxc7+,Kf6,Take Rook and check ,Moved,,,1--0,1490,1401,competente,competente,competente
422,25,Qxf7#,,Take Pawn  and mate,Moved,,,1--0,1490,1401,competente,competente,competente
423,1,e4,c6,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,2,e5,d5,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,3,exd6,exd6,Moved,Take Pawn  ,,,0-1,1401,1800,competente,competente,competente
423,4,Nf3,Nf6,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,5,d4,Bg4,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,6,Be2,Be7,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,7,O-O,O-O,Castle  ,Castle  ,,,0-1,1401,1800,competente,competente,competente
423,8,h3,Bh5,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,9,c4,Nbd7,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,10,Nc3,d5,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,11,c5,Rc8,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,12,g4,Bg6,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,13,h4,Nxg4,Moved,Take Pawn  ,,,0-1,1401,1800,competente,competente,competente
423,14,Ng5,f5,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,15,Ne6,Qe8,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,16,Nxf8,Qxf8,Take Rook  ,Take Knight  ,,,0-1,1401,1800,competente,competente,competente
423,17,Bxg4,fxg4,Take Knight   ,Take Bishop  ,,,0-1,1401,1800,competente,competente,competente
423,18,Qxg4,Nf6,Take Pawn  ,Moved,,,0-1,1401,1800,competente,competente,competente
423,19,Qg2,Ne4,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,20,Bg5,Bxg5,Moved,Take Bishop  ,,,0-1,1401,1800,competente,competente,competente
423,21,hxg5,Nxc3,Take Bishop   ,Take Knight  ,,,0-1,1401,1800,competente,competente,competente
423,22,bxc3,Be4,Take Knight   ,Moved,,,0-1,1401,1800,competente,competente,competente
423,23,Qg4,Re8,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,24,Rfe1,Qf7,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,25,f3,Bg6,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,26,Rxe8+,Qxe8,Take Rook and check ,Take Rook  ,,,0-1,1401,1800,competente,competente,competente
423,27,Kf2,Bh5,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,28,Qf5,Bg6,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,29,Qf4,Qd8,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,30,Re1,Qa5,Moved,Moved,,,0-1,1401,1800,competente,competente,competente
423,31,Re2,Qxc3,Moved,Take Pawn  ,,,0-1,1401,1800,competente,competente,competente
423,32,Qb8+,Kf7,Check,Moved,,,0-1,1401,1800,competente,competente,competente
423,33,Qxb7+,Kg8,Take Pawn and check ,Moved,,,0-1,1401,1800,competente,competente,competente
423,34,Qc8+,Kf7,Check,Moved,,,0-1,1401,1800,competente,competente,competente
423,35,Qe6+,Kf8,Check,Moved,,,0-1,1401,1800,competente,competente,competente
423,36,Qe7+,Kg8,Check,Moved,,,0-1,1401,1800,competente,competente,competente
423,37,Qd8+,Kf7,Check,Moved,,,0-1,1401,1800,competente,competente,competente
423,38,Re7#,,Check and Mate,Moved,,,0-1,1401,1800,competente,competente,competente
424,1,e4,c5,Moved,Moved,,,1--0,1800,1401,expert,expert,expert
424,2,c3,Nc6,Moved,Moved,,,1--0,1800,1401,expert,expert,expert
424,3,d4,cxd4,Moved,Take Pawn  ,,,1--0,1800,1401,expert,expert,expert
424,4,cxd4,e6,Take Pawn  ,Moved,,,1--0,1800,1401,expert,expert,expert
424,5,Nf3,Nf6,Moved,Moved,,,1--0,1800,1401,expert,expert,expert
424,6,Nc3,Bb4,Moved,Moved,,,1--0,1800,1401,expert,expert,expert
424,7,Bd3,d5,Moved,Moved,,,1--0,1800,1401,expert,expert,expert
424,8,exd5,Nxd5,Take Pawn  ,Take Pawn  ,,,1--0,1800,1401,expert,expert,expert
424,9,Bd2,O-O,Moved,Castle  ,,,1--0,1800,1401,expert,expert,expert
424,10,Nxd5,Bxd2+,Take Pawn  ,Take Bishop and check ,,,1--0,1800,1401,expert,expert,expert
424,11,Qxd2,Qxd5,Take Bishop   ,Take Knight  ,,,1--0,1800,1401,expert,expert,expert
424,12,O-O,e5,Castle  ,Moved,,,1--0,1800,1401,expert,expert,expert
424,13,dxe5,Rd8,Take Pawn  ,Moved,,,1--0,1800,1401,expert,expert,expert
424,14,Rfd1,Be6,Moved,Moved,,,1--0,1800,1401,expert,expert,expert
424,15,Qe2,Qa5,Moved,Moved,,,1--0,1800,1401,expert,expert,expert
424,16,Ng5,Qxe5,Moved,Take Pawn  ,,,1--0,1800,1401,expert,expert,expert
424,17,Bxh7+,Kf8,Take Pawn and check ,Moved,,,1--0,1800,1401,expert,expert,expert
424,18,Nxe6+,Qxe6,Take Bishop and check  ,Take Knight  ,,,1--0,1800,1401,expert,expert,expert
424,19,Rxd8+,Rxd8,Take Rook and check ,Take Rook  ,,,1--0,1800,1401,expert,expert,expert
424,20,Qxe6,fxe6,Take Queen  ,Take Queen  ,,,1--0,1800,1401,expert,expert,expert
